,rpm,u_hp,Q_pcm,soc,outdoor_temp,e_price,load,u_pcm,e,EER
1007,1765.4012265676354,1.0,-1.25,0.18462274408467916,24.2749999999999,0.07977,1.3402035907181271,1.0,0.18311036470230724,7.319102842140974
1008,1753.993788160427,1.0,-0.0,0.5094086296866904,24.425,0.07884999999999999,2.0107455191738666,0.0,0.27699734402243514,7.259078697198657
1009,1744.174164172056,1.0,-1.25,0.7466718936525377,24.5625,0.07884999999999999,2.4128034248502486,1.0,0.3348629318873638,7.205346412190619
1010,1746.5718455277363,0.0,-1.25,0.09501098853389245,24.6875,0.07884999999999999,2.973696906840549,1.0,0.4138969561124314,7.184631012441588
1011,1558.1028349924923,1.0,-1.25,0.40831555801918973,24.8125,0.07884999999999999,4.032052958820554,1.0,0.6087684268688108,6.6232951330267635
1012,1534.638156619507,1.0,-0.0,0.909710624091585,24.9375,0.0805,4.802295479094611,0.0,0.7364530095022924,6.520844394865172
1013,2174.5856452618086,0.0,-0.0,0.3022377476309992,25.0375,0.0805,3.8,0.0,0.48558279934807996,7.82564787118015
1014,2712.290025720879,0.0,-0.0,0.8595148173181981,25.1124999999999,0.0805,3.8,0.0,0.4918688491506064,7.7256366337532985
1015,2287.2946061886564,0.0,-1.25,0.9962910186186892,25.1875,0.0805,3.8,1.0,0.4830225669748158,7.8671272520443685
1016,2785.633519402937,1.0,-0.0,0.012846837665977828,25.2625,0.08199,3.8,0.0,0.5001378235437016,7.597905659434613
1017,2631.6882784413237,1.0,-1.25,0.8544670160190039,25.325,0.08199,0.49535388404222985,1.0,0.06380547556734693,7.763501167221642
1018,1712.6841941474831,0.0,-1.25,0.18319152535297767,25.375,0.08199,0.4744347219580827,1.0,0.06822873266741686,6.953591301053911
1019,1619.00702483003,1.0,-0.0,0.9914121451248541,25.4249999999999,0.08199,0.45499215579597435,0.0,0.06809044753378297,6.682173084120657
1020,2504.122858489038,1.0,-1.25,0.0031712408092718913,25.475,0.08270000000000001,0.6690939553843299,1.0,0.08564551028273629,7.81236463155501
1021,2423.5152154726143,1.0,-1.25,0.8531684498184242,25.5,0.08270000000000001,0.6511587087910174,1.0,0.08320429069887547,7.8260231932945015
1022,2457.1544914360475,1.0,-0.0,0.5103576476636542,25.5,0.08270000000000001,0.6346986117921716,0.0,0.08115158915771334,7.821148277930481
1023,1762.7478729289483,1.0,-0.0,0.7939142902806737,25.5,0.08270000000000001,0.609345504289568,0.0,0.08638926096566223,7.053486712101508
1024,1724.5866157465362,0.0,-1.25,0.8153649298670294,25.5,0.08517000000000001,3.2109481393128676,1.0,0.4614493747296459,6.958397421589527
1025,2767.219025373807,1.0,-0.0,0.9049363814369664,25.4875,0.08517000000000001,6.0966456172057075,0.0,0.8046105958534292,7.577138119513771
1026,1804.3685101216033,0.0,-1.25,0.8430305481937516,25.4624999999999,0.08517000000000001,5.6599453115815,1.0,0.7906392642402961,7.158694954291182
1027,2702.571117347944,1.0,-0.0,0.09700270367215802,25.4375,0.08517000000000001,5.252592303730369,0.0,0.6849157342191752,7.668961364595433
1028,2151.8391269785243,1.0,-1.25,0.4280475081052698,25.4124999999999,0.09,4.947755565469243,1.0,0.6403532885463039,7.7266028830762705
1029,2168.44083451457,0.0,-0.0,0.12813012396165058,25.3374999999999,0.09,4.657593676102534,0.0,0.6004048110626814,7.757422309556224
1030,2332.52804610206,1.0,-1.25,0.2330415931645332,25.2124999999999,0.09,2.8499999999999996,1.0,0.36178239554612485,7.877663576465106
1031,1397.5844784777998,0.0,-0.0,0.04979224248620606,25.0874999999999,0.09,2.7489731261726877,0.0,0.45787565982271505,6.003754659588289
1032,2425.8627118673057,0.0,-1.25,0.6562349931037816,24.9624999999999,0.12249,2.8499999999999996,1.0,0.35901925500302495,7.938292891772578
1033,1820.4813444125937,1.0,-1.25,0.8474917514052153,24.8374999999999,0.12249,2.7937800320412363,1.0,0.381362861727639,7.325778969102903
1034,1462.0241782600997,0.0,-0.0,0.7099939689745054,24.7124999999999,0.12249,2.8499999999999996,0.0,0.4509359111067416,6.32018858956073
1035,2605.8571231181545,0.0,-0.0,0.25707319241013904,24.5874999999999,0.12249,2.580850674328257,0.0,0.32502790743495097,7.940397163725924
1036,1586.579881745119,1.0,-0.0,0.24857981403449603,24.4624999999999,0.12591,2.4903736294919168,0.0,0.3669125212646847,6.787377059000398
1037,1915.3463181898126,1.0,-1.25,0.22679304234358755,24.3249999999999,0.12591,2.137888545591488,1.0,0.2803027138514321,7.627070449002596
1038,1492.0884954479286,0.0,-0.0,0.03748506342801161,24.175,0.12591,1.573864286802407,0.0,0.24062242023809868,6.540804822946465
1039,1529.5123037160988,0.0,-0.0,0.12301152714383023,24.0249999999999,0.12591,1.0447575463740786,0.0,0.15594356334237958,6.699587491663742
1040,2439.3388731223013,0.0,-1.25,0.1720530932190215,23.875,0.12449,0.19183935667280055,1.0,0.023479983595906653,8.170336060466608
1041,2617.440537503615,0.0,-1.25,0.9823772681391483,23.725,0.12449,0.0,1.0,0.0,8.118027125423028
1042,2614.6556177079874,0.0,-0.0,0.2800294888343209,23.5749999999999,0.12449,0.0,0.0,0.0,8.153292467437423
1043,2829.2893838154782,1.0,-0.0,0.8538891681668417,23.425,0.12449,0.0,0.0,0.0,7.926569488034048
